capability_id	parent_id	design_ref	user_outcome	actor	producer	consumer	current_data	default_workflow	executable_witness	failure_or_refusal	verdict	authority_route	evidence_limit
RD-000.02	RD-000	design/07 Phase 0	Ship the economy and production foundation	player	implemented foundation packages	partial Game UI	epoch-8 T0-T1	current bounded foundation path for: Ship the economy and production foundation	cold foundation and composed tests	named limitation prevents the larger claim	proven_bounded_primitive	full browser first-hour and R-001	Public repo contradicts private-roadmap label; browser stops at Desk
RD-000.03	RD-000	design/07 Phase 0	Ship versioned save persistence	player	implemented foundation packages	partial Game UI	epoch-8 T0-T1	current bounded foundation path for: Ship versioned save persistence	cold foundation and composed tests	named limitation prevents the larger claim	proven_bounded_primitive	full browser first-hour and R-001	Public repo contradicts private-roadmap label; browser stops at Desk
RD-000.04	RD-000	design/07 Phase 0	Ship the balance harness foundation	player	implemented foundation packages	partial Game UI	epoch-8 T0-T1	current bounded foundation path for: Ship the balance harness foundation	cold foundation and composed tests	named limitation prevents the larger claim	proven_bounded_primitive	full browser first-hour and R-001	Public repo contradicts private-roadmap label; browser stops at Desk
RD-000.05	RD-000	design/07 Phase 0	Ship the client shell foundation	player	implemented foundation packages	partial Game UI	epoch-8 T0-T1	current bounded foundation path for: Ship the client shell foundation	cold foundation and composed tests	named limitation prevents the larger claim	proven_bounded_primitive	full browser first-hour and R-001	Public repo contradicts private-roadmap label; browser stops at Desk
RD-000.06	RD-000	design/07 Phase 0	Complete a private Tier-0-to-Tier-1 vertical slice	player	implemented foundation packages	partial Game UI	epoch-8 T0-T1	partial current path for: Complete a private Tier-0-to-Tier-1 vertical slice	cold foundation and composed tests	named limitation prevents the larger claim	partial_integration	full browser first-hour and R-001	Server first-hour is proven but production browser stops at Desk; repository is public rather than private
RD-001.01	RD-001	design/07 Phase 1	Ship public Tier-0-to-Tier-2 play	player	T0-T1 production/Game UI	partial Game UI	T0-T1 only	partial current path for: Ship public Tier-0-to-Tier-2 play	server first-hour and browser-to-Desk	named limitation prevents the larger claim	partial_integration	D-001/D-007	Tier 2 is absent
RD-001.02	RD-001	design/07 Phase 1	Ship early player minigames	player	Pitch/minigame backend	none mounted	Pitch only	backend/data path only; intended player path unavailable: Ship early player minigames	cold Postgres lifecycle	named limitation prevents the larger claim	backend_or_data_only	D-001/D-007	No player minigame surface
RD-001.03	RD-001	design/07 Phase 1	Ship the player pet loop	player	pet policy/state kernels	none mounted	pet policy only	backend/data path only; intended player path unavailable: Ship the player pet loop	cold pet tests	named limitation prevents the larger claim	backend_or_data_only	D-001/D-007	No acquisition/care surface
RD-001.04	RD-001	design/07 Phase 1	Ship player presence	player	transport presence	visitor counter only	no social presence workflow	partial current path for: Ship player presence	composed presence	named limitation prevents the larger claim	partial_integration	D-001/D-007	Counter is not player presence capability
RD-002.01	RD-002	design/07 Phase 2	Ship Tier-3 player progression	player	none for outcome	none	none	unavailable at 190a4fa: Ship Tier-3 player progression	none	no production producer-to-consumer path	absent	dependency DAG	Phase outcome absent
RD-002.02	RD-002	design/07 Phase 2	Ship player faction workflows	player	selected faction/guild/world/meter foundations	no complete phase player surface	epoch-8 backend artifacts	backend/data path only; intended player path unavailable: Ship player faction workflows	cold backend package tests	named limitation prevents the larger claim	backend_or_data_only	dependency DAG	Phase bundle is overwhelmingly absent beyond mechanical foundations
RD-002.03	RD-002	design/07 Phase 2	Ship player guild workflows	player	selected faction/guild/world/meter foundations	no complete phase player surface	epoch-8 backend artifacts	backend/data path only; intended player path unavailable: Ship player guild workflows	cold backend package tests	named limitation prevents the larger claim	backend_or_data_only	dependency DAG	Phase bundle is overwhelmingly absent beyond mechanical foundations
RD-002.04	RD-002	design/07 Phase 2	Ship global milestones	player	selected faction/guild/world/meter foundations	no complete phase player surface	epoch-8 backend artifacts	backend/data path only; intended player path unavailable: Ship global milestones	cold backend package tests	named limitation prevents the larger claim	backend_or_data_only	dependency DAG	Phase bundle is overwhelmingly absent beyond mechanical foundations
RD-002.05	RD-002	design/07 Phase 2	Ship personal events	player	none for outcome	none	none	unavailable at 190a4fa: Ship personal events	none	no production producer-to-consumer path	absent	dependency DAG	Phase outcome absent
RD-002.06	RD-002	design/07 Phase 2	Ship pressure-meter events	player	selected faction/guild/world/meter foundations	no complete phase player surface	epoch-8 backend artifacts	backend/data path only; intended player path unavailable: Ship pressure-meter events	cold backend package tests	named limitation prevents the larger claim	backend_or_data_only	dependency DAG	Phase bundle is overwhelmingly absent beyond mechanical foundations
RD-003.01	RD-003	design/07 Phase 3	Ship Tier-4 player progression	player	none for outcome	none	none	unavailable at 190a4fa: Ship Tier-4 player progression	none	no production producer-to-consumer path	absent	dependency DAG	Phase outcome absent
RD-003.02	RD-003	design/07 Phase 3	Ship the shared world workflow	player	world/leaderboard/combat foundations	no complete phase player surface	partial epoch-8 backend data	backend/data path only; intended player path unavailable: Ship the shared world workflow	cold backend/kernel tests	named limitation prevents the larger claim	backend_or_data_only	dependency DAG	Tier 4/Lane/World/boards/Events player bundle is absent
RD-003.03	RD-003	design/07 Phase 3	Ship the Lane minigame	player	world/leaderboard/combat foundations	no complete phase player surface	partial epoch-8 backend data	backend/data path only; intended player path unavailable: Ship the Lane minigame	cold backend/kernel tests	named limitation prevents the larger claim	backend_or_data_only	dependency DAG	Tier 4/Lane/World/boards/Events player bundle is absent
RD-003.04	RD-003	design/07 Phase 3	Ship player leaderboard workflows	player	world/leaderboard/combat foundations	no complete phase player surface	partial epoch-8 backend data	backend/data path only; intended player path unavailable: Ship player leaderboard workflows	cold backend/kernel tests	named limitation prevents the larger claim	backend_or_data_only	dependency DAG	Tier 4/Lane/World/boards/Events player bundle is absent
RD-003.05	RD-003	design/07 Phase 3	Ship server-wide Situation events	player	none for outcome	none	none	unavailable at 190a4fa: Ship server-wide Situation events	none	no production producer-to-consumer path	absent	dependency DAG	Phase outcome absent
RD-004.01	RD-004	design/07 Phase 4	Ship Tier-5 player progression	player	none for outcome	none	none	unavailable at 190a4fa: Ship Tier-5 player progression	none	no production producer-to-consumer path	absent	dependency DAG	Phase outcome absent
RD-004.02	RD-004	design/07 Phase 4	Ship the Commons player workflow	player	Commons/combat/Founder foundations	no complete phase player surface	partial epoch-8 backend data	backend/data path only; intended player path unavailable: Ship the Commons player workflow	cold backend/kernel tests	named limitation prevents the larger claim	backend_or_data_only	dependency DAG	Tier 5/Commons/combat/challenge/founder bundle is absent
RD-004.03	RD-004	design/07 Phase 4	Ship combat gameplay	player	Commons/combat/Founder foundations	no complete phase player surface	partial epoch-8 backend data	backend/data path only; intended player path unavailable: Ship combat gameplay	cold backend/kernel tests	named limitation prevents the larger claim	backend_or_data_only	dependency DAG	Tier 5/Commons/combat/challenge/founder bundle is absent
RD-004.04	RD-004	design/07 Phase 4	Ship challenge runs	player	none for outcome	none	none	unavailable at 190a4fa: Ship challenge runs	none	no production producer-to-consumer path	absent	dependency DAG	Phase outcome absent
RD-004.05	RD-004	design/07 Phase 4	Ship the Founder arc	player	Commons/combat/Founder foundations	no complete phase player surface	partial epoch-8 backend data	partial current path for: Ship the Founder arc	cold backend/kernel tests	named limitation prevents the larger claim	partial_integration	dependency DAG	Early Founder state/Exit exists; full arc absent
RD-005.01	RD-005	design/07 Phase 5	Ship Tier-6 player progression	player	none	none	none	unavailable at 190a4fa: Ship Tier-6 player progression	none	no production producer-to-consumer path	absent	D-001/D-007 and dependency DAG	binding intent exists; current module/fixture/future design receives no implementation credit
RD-005.02	RD-005	design/07 Phase 5	Ship Tier-7 player progression	player	none	none	none	unavailable at 190a4fa: Ship Tier-7 player progression	none	no production producer-to-consumer path	absent	D-001/D-007 and dependency DAG	binding intent exists; current module/fixture/future design receives no implementation credit
RD-005.03	RD-005	design/07 Phase 5	Ship Tier-8 player progression	player	none	none	none	unavailable at 190a4fa: Ship Tier-8 player progression	none	no production producer-to-consumer path	absent	D-001/D-007 and dependency DAG	binding intent exists; current module/fixture/future design receives no implementation credit
RD-005.04	RD-005	design/07 Phase 5	Ship every designed terminal ending	player	none	none	none	unavailable at 190a4fa: Ship every designed terminal ending	none	no production producer-to-consumer path	absent	D-001/D-007 and dependency DAG	binding intent exists; current module/fixture/future design receives no implementation credit
F-001.01	F-001	design/08 §1	Render player text in the declared voice	player	strict copy pipeline/provenance/denylist	mounted Game UI resolver	208 shipped keys	partial current path for: Render player text in the declared voice	copy-check plus 208-key consumption audit	named limitation prevents the larger claim	partial_integration	full shipped-copy citation/editorial audit	Pipeline is mechanical; full editorial/source/target coverage is not proved
F-001.02	F-001	design/08 §1	Ship factual claims only with verified sourcing	player	strict copy pipeline/provenance/denylist	mounted Game UI resolver	208 shipped keys	partial current path for: Ship factual claims only with verified sourcing	copy-check plus 208-key consumption audit	named limitation prevents the larger claim	partial_integration	full shipped-copy citation/editorial audit	Pipeline is mechanical; full editorial/source/target coverage is not proved
F-001.03	F-001	design/08 §1	Keep player text within declared target bounds	player	copy schema target-bound validators	copy build/check pipeline	208 governed application keys	current bounded foundation path for: Keep player text within declared target bounds	copy-check plus seeded bound violations	named limitation prevents the larger claim	proven_bounded_primitive	full shipped-copy citation/editorial audit	Mechanical declared bounds only; not editorial quality or complete consumer fit
F-002.01	F-002	design/08 §2	Render an era-appropriate presentation for each tier	player	T0/T1 theme and copy era mapping	mounted Game UI	era_1995 and era_2000	partial current path for: Render an era-appropriate presentation for each tier	browser fixtures	named limitation prevents the larger claim	partial_integration	later era UI/content	T2-T8 presentation absent
F-002.02	F-002	design/08 §2	Degrade presentation in step with enshittification	player	T0/T1 theme and copy era mapping	mounted Game UI	era_1995 and era_2000	partial current path for: Degrade presentation in step with enshittification	browser fixtures	named limitation prevents the larger claim	partial_integration	later era UI/content	Only T0/T1 shift exists; no full enshittification arc
F-003.01	F-003	design/08 §3	Ship the launch-scale generator copy bank	player	none	none	none	unavailable at 190a4fa: Ship the launch-scale generator copy bank	none	no production producer-to-consumer path	absent	ignored research and copy production program	binding intent exists; current module/fixture/future design receives no implementation credit
F-003.02	F-003	design/08 §3	Ship the launch-scale event copy bank	player	none	none	none	unavailable at 190a4fa: Ship the launch-scale event copy bank	none	no production producer-to-consumer path	absent	ignored research and copy production program	binding intent exists; current module/fixture/future design receives no implementation credit
F-003.03	F-003	design/08 §3	Ship the launch-scale achievement copy bank	player	none	none	none	unavailable at 190a4fa: Ship the launch-scale achievement copy bank	none	no production producer-to-consumer path	absent	ignored research and copy production program	binding intent exists; current module/fixture/future design receives no implementation credit
F-003.04	F-003	design/08 §3	Ship the launch-scale lore copy bank	player	none	none	none	unavailable at 190a4fa: Ship the launch-scale lore copy bank	none	no production producer-to-consumer path	absent	ignored research and copy production program	binding intent exists; current module/fixture/future design receives no implementation credit
F-004.01	F-004	design/08 §4	Encounter the designed conspiracy narrative arc	player	none	none	none	unavailable at 190a4fa: Encounter the designed conspiracy narrative arc	none	no production producer-to-consumer path	absent	Events/content RFCs	binding intent exists; current module/fixture/future design receives no implementation credit
F-004.02	F-004	design/08 §4	See conspiracy pressure respond to current world state	player	none	none	none	unavailable at 190a4fa: See conspiracy pressure respond to current world state	none	no production producer-to-consumer path	absent	Events/content RFCs	binding intent exists; current module/fixture/future design receives no implementation credit
F-005.01	F-005	design/08 §5	Trigger media canonization events from Clout	player	none	none	none	unavailable at 190a4fa: Trigger media canonization events from Clout	none	no production producer-to-consumer path	absent	Events/content RFCs	binding intent exists; current module/fixture/future design receives no implementation credit
F-005.02	F-005	design/08 §5	Choose a response to media canonization	player	none	none	none	unavailable at 190a4fa: Choose a response to media canonization	none	no production producer-to-consumer path	absent	Events/content RFCs	binding intent exists; current module/fixture/future design receives no implementation credit
F-006.01	F-006	design/08 §6	See the speedrun timer and per-tier splits	player	Game UI timer/splits plus route backend	mounted timer/splits; no registry/retrospective UI	five category labels and routes	partial current path for: See the speedrun timer and per-tier splits	browser timing fixtures plus backend tests	named limitation prevents the larger claim	partial_integration	Game UI/Leaderboards/API/content consumers	Category governance route naming and retrospective are incomplete
F-006.02	F-006	design/08 §6	Choose a governed speedrun category	player	five-category registry	Game UI projector hardcodes any_percent	five categories; one mounted	backend/data path only; intended player path unavailable: Choose a governed speedrun category	copy consumption and source trace	named limitation prevents the larger claim	backend_or_data_only	Game UI/Leaderboards/API/content consumers	The player cannot choose a category
F-006.03	F-006	design/08 §6	Discover and name a route	player	Route Registry backend	none mounted	route catalog	backend/data path only; intended player path unavailable: Discover and name a route	cold route projection tests	named limitation prevents the larger claim	backend_or_data_only	Game UI/Leaderboards/API/content consumers	No player discovery/naming surface and expiry worker is orphaned
F-006.04	F-006	design/08 §6	Review a completed run retrospectively	player	run records backend	none mounted	no retrospective presentation	unavailable at 190a4fa: Review a completed run retrospectively	none	no production producer-to-consumer path	absent	Game UI/Leaderboards/API/content consumers	No player retrospective workflow
F-007.01	F-007	design/08 §7	Open the shipped honesty appendix	player	none	none	none	unavailable at 190a4fa: Open the shipped honesty appendix	none	no production producer-to-consumer path	absent	release-floor/content RFC	binding intent exists; current module/fixture/future design receives no implementation credit
F-007.02	F-007	design/08 §7	Inspect every parodied dark pattern and its real-world mechanism	player	none	none	none	unavailable at 190a4fa: Inspect every parodied dark pattern and its real-world mechanism	none	no production producer-to-consumer path	absent	release-floor/content RFC	binding intent exists; current module/fixture/future design receives no implementation credit
EV-001.01	EV-001	design/09 §1	Load declarative event definitions	player	none	none	none	unavailable at 190a4fa: Load declarative event definitions	none	no production producer-to-consumer path	absent	Events L1 acceptance/body review	binding intent exists; current module/fixture/future design receives no implementation credit
EV-001.02	EV-001	design/09 §1	Dispatch eligible events on an action	player	none	none	none	unavailable at 190a4fa: Dispatch eligible events on an action	none	no production producer-to-consumer path	absent	Events L1 acceptance/body review	binding intent exists; current module/fixture/future design receives no implementation credit
EV-001.03	EV-001	design/09 §1	Apply only closed event effects	player	none	none	none	unavailable at 190a4fa: Apply only closed event effects	none	no production producer-to-consumer path	absent	Events L1 acceptance/body review	binding intent exists; current module/fixture/future design receives no implementation credit
EV-001.04	EV-001	design/09 §1	Persist event choices and outcomes	player	none	none	none	unavailable at 190a4fa: Persist event choices and outcomes	none	no production producer-to-consumer path	absent	Events L1 acceptance/body review	binding intent exists; current module/fixture/future design receives no implementation credit
EV-002.01	EV-002	design/09 §2	Receive a personal event	player	none	none	none	unavailable at 190a4fa: Receive a personal event	none	no production producer-to-consumer path	absent	Events/content RFCs	binding intent exists; current module/fixture/future design receives no implementation credit
EV-002.02	EV-002	design/09 §2	Progress a founder story cycle	player	none	none	none	unavailable at 190a4fa: Progress a founder story cycle	none	no production producer-to-consumer path	absent	Events/content RFCs	binding intent exists; current module/fixture/future design receives no implementation credit
EV-002.03	EV-002	design/09 §2	See personal-event consequences in later choices	player	none	none	none	unavailable at 190a4fa: See personal-event consequences in later choices	none	no production producer-to-consumer path	absent	Events/content RFCs	binding intent exists; current module/fixture/future design receives no implementation credit
EV-003.01	EV-003	design/09 §3	Observe a visible pressure meter	player	meter catalog/transition kernel	none mounted	epoch-8 meter rows	backend/data path only; intended player path unavailable: Observe a visible pressure meter	cold Go/TS meter tests	named limitation prevents the larger claim	backend_or_data_only	Events/content/UI	No visible forecast or event consumer
EV-003.02	EV-003	design/09 §3	Forecast pressure-meter movement	player	meter catalog/transition kernel	none mounted	epoch-8 meter rows	backend/data path only; intended player path unavailable: Forecast pressure-meter movement	cold Go/TS meter tests	named limitation prevents the larger claim	backend_or_data_only	Events/content/UI	No visible forecast or event consumer
EV-003.03	EV-003	design/09 §3	Trigger content at a meter band transition	player	meter catalog/transition kernel	none mounted	epoch-8 meter rows	backend/data path only; intended player path unavailable: Trigger content at a meter band transition	cold Go/TS meter tests	named limitation prevents the larger claim	backend_or_data_only	Events/content/UI	No visible forecast or event consumer
EV-004.01	EV-004	design/09 §4	Participate in a phased Situation	player	none	none	none	unavailable at 190a4fa: Participate in a phased Situation	none	no production producer-to-consumer path	absent	World/Events RFCs	binding intent exists; current module/fixture/future design receives no implementation credit
EV-004.02	EV-004	design/09 §4	Participate in a Major Order	player	none	none	none	unavailable at 190a4fa: Participate in a Major Order	none	no production producer-to-consumer path	absent	World/Events RFCs	binding intent exists; current module/fixture/future design receives no implementation credit
EV-004.03	EV-004	design/09 §4	Receive a personal objective floor during world events	player	none	none	none	unavailable at 190a4fa: Receive a personal objective floor during world events	none	no production producer-to-consumer path	absent	World/Events RFCs	binding intent exists; current module/fixture/future design receives no implementation credit
EV-005.01	EV-005	design/09 §5	Earn event scrip	player	none	none	none	unavailable at 190a4fa: Earn event scrip	none	no production producer-to-consumer path	absent	Events/economy RFC	binding intent exists; current module/fixture/future design receives no implementation credit
EV-005.02	EV-005	design/09 §5	Spend scrip at posted prices	player	none	none	none	unavailable at 190a4fa: Spend scrip at posted prices	none	no production producer-to-consumer path	absent	Events/economy RFC	binding intent exists; current module/fixture/future design receives no implementation credit
EV-005.03	EV-005	design/09 §5	Receive deterministic event-end conversion	player	none	none	none	unavailable at 190a4fa: Receive deterministic event-end conversion	none	no production producer-to-consumer path	absent	Events/economy RFC	binding intent exists; current module/fixture/future design receives no implementation credit
EV-006.01	EV-006	design/09 §6	Play a seasonal story arc	player	none	none	none	unavailable at 190a4fa: Play a seasonal story arc	none	no production producer-to-consumer path	absent	ops/content program	binding intent exists; current module/fixture/future design receives no implementation credit
EV-006.02	EV-006	design/09 §6	Access an evergreen version after the season	player	none	none	none	unavailable at 190a4fa: Access an evergreen version after the season	none	no production producer-to-consumer path	absent	ops/content program	binding intent exists; current module/fixture/future design receives no implementation credit
EV-007.01	EV-007	design/09 §7	Operate events through a GM dashboard	operator	none	none	none	unavailable at 190a4fa: Operate events through a GM dashboard	none	no production producer-to-consumer path	absent	ops/Events RFC	binding intent exists; current module/fixture/future design receives no implementation credit
EV-007.02	EV-007	design/09 §7	Read a public war log	player	none	none	none	unavailable at 190a4fa: Read a public war log	none	no production producer-to-consumer path	absent	ops/Events RFC	binding intent exists; current module/fixture/future design receives no implementation credit
EV-007.03	EV-007	design/09 §7	Detect stuck or invalid events through watchdogs	operator	none	none	none	unavailable at 190a4fa: Detect stuck or invalid events through watchdogs	none	no production producer-to-consumer path	absent	ops/Events RFC	binding intent exists; current module/fixture/future design receives no implementation credit
PS-001.01	PS-001	design/10 §1	Choose one of four rule-distinct factions	player	faction catalog/incorporation transition	none mounted	four current factions	backend/data path only; intended player path unavailable: Choose one of four rule-distinct factions	cold faction/replay tests	named limitation prevents the larger claim	backend_or_data_only	player selection and later faction verbs	No player choice or complete interdependent economy
PS-001.02	PS-001	design/10 §1	Produce a resource another faction consumes	player	faction catalog/incorporation transition	none mounted	four current factions	backend/data path only; intended player path unavailable: Produce a resource another faction consumes	cold faction/replay tests	named limitation prevents the larger claim	backend_or_data_only	player selection and later faction verbs	No player choice or complete interdependent economy
PS-001.03	PS-001	design/10 §1	Use a faction-specific gameplay verb	player	faction catalog/incorporation transition	none mounted	four current factions	backend/data path only; intended player path unavailable: Use a faction-specific gameplay verb	cold faction/replay tests	named limitation prevents the larger claim	backend_or_data_only	player selection and later faction verbs	No player choice or complete interdependent economy
PS-002.01	PS-002	design/10 §2	Play an active build	player	economy/active/Fiscal/Compute primitives	Desk exposes only early active/idle actions	T0-T1 data	partial current path for: Play an active build	harness/parity tests	named limitation prevents the larger claim	partial_integration	full loops and board consumers	Four complete builds and separate boards do not exist
PS-002.02	PS-002	design/10 §2	Play an idle build	player	economy/active/Fiscal/Compute primitives	Desk exposes only early active/idle actions	T0-T1 data	partial current path for: Play an idle build	harness/parity tests	named limitation prevents the larger claim	partial_integration	full loops and board consumers	Four complete builds and separate boards do not exist
PS-002.03	PS-002	design/10 §2	Play a check-in build	player	Fiscal/Compute backend primitives	none mounted	T0-T1 data	backend/data path only; intended player path unavailable: Play a check-in build	harness/parity tests	named limitation prevents the larger claim	backend_or_data_only	full loops and board consumers	No complete check-in/banker player build
PS-002.04	PS-002	design/10 §2	Play a banker build	player	Fiscal/Compute backend primitives	none mounted	T0-T1 data	backend/data path only; intended player path unavailable: Play a banker build	harness/parity tests	named limitation prevents the larger claim	backend_or_data_only	full loops and board consumers	No complete check-in/banker player build
PS-002.05	PS-002	design/10 §2	Compete on a build-specific board	player	leaderboard categories backend	none mounted	T0-T1 data	unavailable at 190a4fa: Compete on a build-specific board	backend projection tests only	no production producer-to-consumer path	absent	full loops and board consumers	No build-specific board workflow
PS-003.01	PS-003	design/10 §3	Toggle a reversible ideology	player	none	none	none	unavailable at 190a4fa: Toggle a reversible ideology	none	no production producer-to-consumer path	absent	future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
PS-003.02	PS-003	design/10 §3	Use each ideology as a viable rule set	player	none	none	none	unavailable at 190a4fa: Use each ideology as a viable rule set	none	no production producer-to-consumer path	absent	future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
PS-004.01	PS-004	design/10 §3b	Choose one of three doctrines at a tier transition	player	doctrine catalog/transition state	none mounted	epoch-8 doctrine rows	backend/data path only; intended player path unavailable: Choose one of three doctrines at a tier transition	cold doctrine/replay tests	named limitation prevents the larger claim	backend_or_data_only	later transitions/content/harness	No player choice surface or viable ending routes
PS-004.02	PS-004	design/10 §3b	Keep doctrine choice irreversible within the run	player	doctrine catalog/transition state	none mounted	epoch-8 doctrine rows	backend/data path only; intended player path unavailable: Keep doctrine choice irreversible within the run	cold doctrine/replay tests	named limitation prevents the larger claim	backend_or_data_only	later transitions/content/harness	No player choice surface or viable ending routes
PS-004.03	PS-004	design/10 §3b	Reach viable content and endings through each doctrine	player	doctrine catalog/transition state	none mounted	epoch-8 doctrine rows	backend/data path only; intended player path unavailable: Reach viable content and endings through each doctrine	cold doctrine/replay tests	named limitation prevents the larger claim	backend_or_data_only	later transitions/content/harness	No player choice surface or viable ending routes
PS-005.01	PS-005	design/10 §4	Start a rule-modified challenge run	player	none	none	none	unavailable at 190a4fa: Start a rule-modified challenge run	none	no production producer-to-consumer path	absent	future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
PS-005.02	PS-005	design/10 §4	Complete and verify a challenge run	player	none	none	none	unavailable at 190a4fa: Complete and verify a challenge run	none	no production producer-to-consumer path	absent	future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
PS-006.01	PS-006	design/10 §5	Complete the Canon moral route	player	category/route/fact/Soul kernels	category title only	current categories and ledgers	backend/data path only; intended player path unavailable: Complete the Canon moral route	cold backend tests	named limitation prevents the larger claim	backend_or_data_only	full content/endings	No complete Canon/Ethical route or ending
PS-006.02	PS-006	design/10 §5	Complete Ethical percent	player	category/route/fact/Soul kernels	category title only	current categories and ledgers	backend/data path only; intended player path unavailable: Complete Ethical percent	cold backend tests	named limitation prevents the larger claim	backend_or_data_only	full content/endings	No complete Canon/Ethical route or ending
PS-006.03	PS-006	design/10 §5	Carry moral history across runs	player	category/route/fact/Soul kernels	category title only	current categories and ledgers	backend/data path only; intended player path unavailable: Carry moral history across runs	cold backend tests	named limitation prevents the larger claim	backend_or_data_only	full content/endings	No complete Canon/Ethical route or ending
PS-007.01	PS-007	design/10 §6	Author an AGI policy script	content author	none	none	none	unavailable at 190a4fa: Author an AGI policy script	none	no production producer-to-consumer path	absent	future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
PS-007.02	PS-007	design/10 §6	Share an AGI policy script	player	none	none	none	unavailable at 190a4fa: Share an AGI policy script	none	no production producer-to-consumer path	absent	future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
PS-007.03	PS-007	design/10 §6	Execute a policy script authoritatively	content author	none	none	none	unavailable at 190a4fa: Execute a policy script authoritatively	none	no production producer-to-consumer path	absent	future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
UX-001.01	UX-001	design/11 §1	Read an honest cold-open contract	player	Game UI Vision/Settings/Run End components	mounted partial surfaces	governed copy	partial current path for: Read an honest cold-open contract	browser fixtures and composed bootstrap	named limitation prevents the larger claim	partial_integration	RP-018 plus full browser workflow	Cold open lacks full contract/recovery and return sequence
UX-001.02	UX-001	design/11 §1	Begin the first attempt from the contract screen	player	Account bootstrap	Vision Slide begin control	server-anonymous bootstrap	current integrated path for: Begin the first attempt from the contract screen	composed Chromium bootstrap	named limitation prevents the larger claim	proven_integration	RP-018 plus full browser workflow	First-attempt start only
UX-001.03	UX-001	design/11 §1	Return to a bounded post-absence summary	player	none complete	Settings status only	no durable return summary	unavailable at 190a4fa: Return to a bounded post-absence summary	none	no production producer-to-consumer path	absent	RP-018 plus full browser workflow	Bounded post-absence summary is not implemented
UX-002.01	UX-002	design/11 §1b	Receive a server-anonymous account by default	player	Account bootstrap	mounted Game UI	server-anonymous default	current integrated path for: Receive a server-anonymous account by default	composed Chromium bootstrap	named limitation prevents the larger claim	proven_integration	RP-007 plus full first-session proof	Default path only
UX-002.02	UX-002	design/11 §1b	Continue locally during a server outage	player	none	none	no local gameplay save	unavailable at 190a4fa: Continue locally during a server outage	none	no production producer-to-consumer path	absent	RP-007 plus full first-session proof	Outage fallback absent
UX-002.03	UX-002	design/11 §1b	Use the Vision Slide first-session surface	player	Account bootstrap and Vision Slide	mounted Game UI	server account only	partial current path for: Use the Vision Slide first-session surface	composed bootstrap/presence	named limitation prevents the larger claim	partial_integration	RP-007 plus full first-session proof	Local fallback is absent and presence budget is not fully proved
UX-002.04	UX-002	design/11 §1b	Observe the run-one presence budget	player	Account bootstrap and Vision Slide	mounted Game UI	server account only	partial current path for: Observe the run-one presence budget	composed bootstrap/presence	named limitation prevents the larger claim	partial_integration	RP-007 plus full first-session proof	Local fallback is absent and presence budget is not fully proved
UX-003.01	UX-003	design/11 §2	Learn mechanics through diegetic prompts	player	static copy and early controls	mounted Vision/Desk	T0-T1 copy	fixture/static client path only: Learn mechanics through diegetic prompts	browser fixture only	named limitation prevents the larger claim	client_or_fixture_only	D-001/D-007 then R-008 first-session study	No nontechnical-user comprehension evidence
UX-003.02	UX-003	design/11 §2	Discover the core loop within ten minutes	player	static copy and early controls	mounted Vision/Desk	T0-T1 copy	fixture/static client path only: Discover the core loop within ten minutes	browser fixture only	named limitation prevents the larger claim	client_or_fixture_only	D-001/D-007 then R-008 first-session study	No nontechnical-user comprehension evidence
UX-003.03	UX-003	design/11 §2	Dismiss guidance without losing access to it	player	static skip copy only	none mounted	screen.vision_slide.skip is unreferenced	unavailable at 190a4fa: Dismiss guidance without losing access to it	copy consumption audit	no production producer-to-consumer path	absent	D-001/D-007 then R-008 first-session study	No dismiss-and-reopen guidance workflow
UX-004.01	UX-004	design/11 §3	See the run-ending cause	player	Prestige/curriculum run-ended payload	mounted Run End component	three branches and terms	partial current path for: See the run-ending cause	cold server first-hour plus component fixtures	named limitation prevents the larger claim	partial_integration	full browser AC1	Next-run continuation and exact full-sequence browser proof absent
UX-004.02	UX-004	design/11 §3	See attended-time and Exit context	player	Prestige/curriculum run-ended payload	mounted Run End component	three branches and terms	partial current path for: See attended-time and Exit context	cold server first-hour plus component fixtures	named limitation prevents the larger claim	partial_integration	full browser AC1	Next-run continuation and exact full-sequence browser proof absent
UX-004.03	UX-004	design/11 §3	See Founder progression deltas	player	Prestige/curriculum run-ended payload	mounted Run End component	three branches and terms	partial current path for: See Founder progression deltas	cold server first-hour plus component fixtures	named limitation prevents the larger claim	partial_integration	full browser AC1	Next-run continuation and exact full-sequence browser proof absent
UX-004.04	UX-004	design/11 §3	See the chosen route or new-route consequence	player	executed route state and copy fragment	Run End omits route consequence	screen.run_end.new_route is unreferenced	backend/data path only; intended player path unavailable: See the chosen route or new-route consequence	copy consumption and component trace	named limitation prevents the larger claim	backend_or_data_only	full browser AC1	The player cannot see the chosen/new-route consequence
